FEN,Bewertung
r3k2r/p2bbp2/1ppp1q1p/2n1p1p1/4N3/1BP5/PPPBQPPP/R3R1K1 b kq - 9 18,199
r3k2r/p2bbp2/1ppp1q1p/4p1p1/4n3/1BP5/PPPBQPPP/R3R1K1 w kq - 0 19,-203
r3k2r/p2bbp2/1ppp1q1p/4p1p1/4Q3/1BP5/PPPB1PPP/R3R1K1 b kq - 0 19,218
r3k2r/3bbp2/1ppp1q1p/p3p1p1/4Q3/1BP5/PPPB1PPP/R3R1K1 w kq - 0 20,-219
r3k2r/3bbp2/1ppp1q1p/p3p1p1/P3Q3/1BP5/1PPB1PPP/R3R1K1 b kq - 0 20,218
r4rk1/3bbp2/1ppp1q1p/p3p1p1/P3Q3/1BP5/1PPB1PPP/R3R1K1 w - - 1 21,-215
r4rk1/3bbp2/1ppp1q1p/p3p1p1/P7/1BP5/1PPBQPPP/R3R1K1 b - - 2 21,218
r4r2/3bbpk1/1ppp1q1p/p3p1p1/P7/1BP5/1PPBQPPP/R3R1K1 w - - 3 22,-207
r4r2/3bbpk1/1ppp1q1p/p3p1p1/P7/1BP2P2/1PPBQ1PP/R3R1K1 b - - 0 22,216
r4r2/3bbpk1/1ppp2qp/p3p1p1/P7/1BP2P2/1PPBQ1PP/R3R1K1 w - - 1 23,-200
r4r2/3bbpk1/1ppp2qp/p3p1p1/P1B5/2P2P2/1PPBQ1PP/R3R1K1 b - - 2 23,194
r4r2/3bb1k1/1ppp2qp/p3ppp1/P1B5/2P2P2/1PPBQ1PP/R3R1K1 w - - 0 24,-197
r4r2/3bb1k1/1ppp2qp/p3ppp1/P7/2PB1P2/1PPBQ1PP/R3R1K1 b - - 1 24,216
r4r2/3b2k1/1ppp1bqp/p3ppp1/P7/2PB1P2/1PPBQ1PP/R3R1K1 w - - 2 25,-204
r4r2/3b2k1/1ppp1bqp/p3ppp1/P7/2PBQP2/1PPB2PP/R3R1K1 b - - 3 25,230
1r3r2/3b2k1/1ppp1bqp/p3ppp1/P7/2PBQP2/1PPB2PP/R3R1K1 w - - 4 26,-183
1r3r2/3b2k1/1ppp1bqp/p3ppp1/P5P1/2PBQP2/1PPB3P/R3R1K1 b - - 0 26,257
1r3r2/3b2k1/1pp2bqp/p2pppp1/P5P1/2PBQP2/1PPB3P/R3R1K1 w - - 0 27,-225
1r3r2/3b2k1/1pp2bqp/p2ppPp1/P7/2PBQP2/1PPB3P/R3R1K1 b - - 0 27,214
1r3r2/6k1/1pp2bqp/p2ppbp1/P7/2PBQP2/1PPB3P/R3R1K1 w - - 0 28,-196
1r3r2/6k1/1pp2bqp/p2ppbp1/P1P5/3BQP2/1PPB3P/R3R1K1 b - - 0 28,201
1r2r3/6k1/1pp2bqp/p2ppbp1/P1P5/3BQP2/1PPB3P/R3R1K1 w - - 1 29,-194
1r2r3/6k1/1pp2bqp/p2Ppbp1/P7/3BQP2/1PPB3P/R3R1K1 b - - 0 29,188
1r2r3/6k1/1p3bqp/p2ppbp1/P7/3BQP2/1PPB3P/R3R1K1 w - - 0 30,-175
1r2r3/6k1/1p3bqp/p2ppbp1/P7/3BQP2/1PPB3P/R4RK1 b - - 1 30,205
1rr5/6k1/1p3bqp/p2ppbp1/P7/3BQP2/1PPB3P/R4RK1 w - - 2 31,-168
1rr5/6k1/1p3bqp/p2ppbp1/P7/3BQP2/1PPB3P/2R2RK1 b - - 3 31,186
1r6/2r3k1/1p3bqp/p2ppbp1/P7/3BQP2/1PPB3P/2R2RK1 w - - 4 32,-146
1r6/2r3k1/1p3bqp/p2ppbp1/P7/1P1BQP2/2PB3P/2R2RK1 b - - 0 32,193
1r6/2r3k1/1p3bqp/p3pbp1/P2p4/1P1BQP2/2PB3P/2R2RK1 w - - 0 33,-198
1r6/2r3k1/1p3bqp/p3pbp1/P2p4/1P1B1P2/2PBQ2P/2R2RK1 b - - 1 33,197
2r5/2r3k1/1p3bqp/p3pbp1/P2p4/1P1B1P2/2PBQ2P/2R2RK1 w - - 2 34,-197
2r5/2r3k1/Bp3bqp/p3pbp1/P2p4/1P3P2/2PBQ2P/2R2RK1 b - - 3 34,186
3r4/2r3k1/Bp3bqp/p3pbp1/P2p4/1P3P2/2PBQ2P/2R2RK1 w - - 4 35,-194
3r4/2r3k1/1p3bqp/p3pbp1/P2p4/1P1B1P2/2PBQ2P/2R2RK1 b - - 5 35,199
3r4/2r3k1/1p3bq1/p3pbpp/P2p4/1P1B1P2/2PBQ2P/2R2RK1 w - - 0 36,-136
3r4/2r3k1/1p3bq1/p3pbpp/P2p4/1P1B1P2/2PBQ1KP/2R2R2 b - - 1 36,158
2r5/2r3k1/1p3bq1/p3pbpp/P2p4/1P1B1P2/2PBQ1KP/2R2R2 w - - 2 37,-173
2r5/2r3k1/Bp3bq1/p3pbpp/P2p4/1P3P2/2PBQ1KP/2R2R2 b - - 3 37,243
5r2/2r3k1/Bp3bq1/p3pbpp/P2p4/1P3P2/2PBQ1KP/2R2R2 w - - 4 38,-242
5r2/2r3k1/1p3bq1/p3pbpp/P2p4/1P1B1P2/2PBQ1KP/2R2R2 b - - 5 38,236
2r5/2r3k1/1p3bq1/p3pbpp/P2p4/1P1B1P2/2PBQ1KP/2R2R2 w - - 6 39,-148
2r5/2r3k1/1p3bq1/p3pbpp/P2p4/1P1B1P2/2PBQ1KP/2R3R1 b - - 7 39,170
2r5/6k1/1p3bq1/p3pbpp/P2p4/1P1B1P2/2rBQ1KP/2R3R1 w - - 0 40,-149
2r5/6k1/1p3bq1/p3pbpp/P2p4/1P3P2/2BBQ1KP/2R3R1 b - - 0 40,137
2r5/6k1/1p3bq1/p3p1pp/P2p4/1P3P2/2bBQ1KP/2R3R1 w - - 0 41,-122
2r5/6k1/1p3bq1/p3p1pp/P2p4/1P3P2/2bBQ2P/2R3RK b - - 1 41,137
2r5/6k1/1p3bq1/p3p1pp/P2p4/1P1b1P2/3BQ2P/2R3RK w - - 2 42,-133
2r5/6k1/1p3bq1/p3p1pp/P2p4/1P1b1P2/3B2QP/2R3RK b - - 3 42,140
8/6k1/1p3bq1/p3p1pp/P2p4/1P1b1P2/3B2QP/2r3RK w - - 0 43,-149
8/6k1/1p3bq1/p3p1pp/P2p4/1P1b1P2/6QP/2B3RK b - - 0 43,143
8/6k1/1p3bq1/p3p2p/P2p2p1/1P1b1P2/6QP/2B3RK w - - 0 44,-138
8/6k1/1p3bq1/p3p2p/P2p2P1/1P1b4/6QP/2B3RK b - - 0 44,154
8/6k1/1p3bq1/p3p3/P2p2Pp/1P1b4/6QP/2B3RK w - - 0 45,-156
8/1Q4k1/1p3bq1/p3p3/P2p2Pp/1P1b4/7P/2B3RK b - - 1 45,165
7k/1Q6/1p3bq1/p3p3/P2p2Pp/1P1b4/7P/2B3RK w - - 2 46,-110
2Q4k/8/1p3bq1/p3p3/P2p2Pp/1P1b4/7P/2B3RK b - - 3 46,130
2Q5/7k/1p3bq1/p3p3/P2p2Pp/1P1b4/7P/2B3RK w - - 4 47,-129
2Q5/7k/1p3bq1/p3p3/P2p2Pp/1P1b4/7P/2B1R2K b - - 5 47,140
2Q5/6bk/1p4q1/p3p3/P2p2Pp/1P1b4/7P/2B1R2K w - - 6 48,-114
2Q5/6bk/1p4q1/p3p3/P2p2Pp/1P1b4/6KP/2B1R3 b - - 7 48,181
2Q5/6bk/1p4q1/p7/P2pp1Pp/1P1b4/6KP/2B1R3 w - - 0 49,-134
2Q5/6bk/1p4q1/p7/P2ppBPp/1P1b4/6KP/4R3 b - - 1 49,157
2Q5/6bk/1p4q1/p7/P2p1BPp/1P1bp3/6KP/4R3 w - - 0 50,-141
2Q5/6bk/1p4q1/p7/P2p1BPp/1P1bp2K/7P/4R3 b - - 1 50,154
2Q5/6bk/1p3q2/p7/P2p1BPp/1P1bp2K/7P/4R3 w - - 2 51,-173
8/2Q3bk/1p3q2/p7/P2p1BPp/1P1bp2K/7P/4R3 b - - 3 51,181
8/2Q3bk/1p3q2/p7/P2pbBPp/1P2p2K/7P/4R3 w - - 4 52,-189
1Q6/6bk/1p3q2/p7/P2pbBPp/1P2p2K/7P/4R3 b - - 5 52,206
1Q6/6bk/1p3q2/p7/P2p1BPp/1P2p2K/2b4P/4R3 w - - 6 53,-230
2Q5/6bk/1p3q2/p7/P2p1BPp/1P2p2K/2b4P/4R3 b - - 7 53,283
2Q5/6bk/1p3q2/p7/P2p1BPp/1b2p2K/7P/4R3 w - - 0 54,-277
8/6bk/1p3q2/p4Q2/P2p1BPp/1b2p2K/7P/4R3 b - - 1 54,340
8/6bk/1p6/p4q2/P2p1BPp/1b2p2K/7P/4R3 w - - 0 55,-345
8/6bk/1p6/p4P2/P2p1B1p/1b2p2K/7P/4R3 b - - 0 55,346
8/6bk/1p6/p4P2/b2p1B1p/4p2K/7P/4R3 w - - 0 56,-265
8/6bk/1p6/p4P2/b2p1B1K/4p3/7P/4R3 b - - 0 56,307
8/6bk/1p6/p4P2/3p1B1K/4p3/2b4P/4R3 w - - 1 57,-321
8/6bk/1p6/p4P2/3p1B2/4p1K1/2b4P/4R3 b - - 2 57,348
8/6bk/1p6/5P2/p2p1B2/4p1K1/2b4P/4R3 w - - 0 58,-357
8/6bk/1p6/5P2/p2p1B2/4pK2/2b4P/4R3 b - - 1 58,371
8/6bk/1p6/5P2/3p1B2/p3pK2/2b4P/4R3 w - - 0 59,-380
8/6bk/1p6/5P2/3p1B2/p3pK2/2b4P/6R1 b - - 1 59,388
8/7k/1p3b2/5P2/3p1B2/p3pK2/2b4P/6R1 w - - 2 60,-393
8/7k/1p3b2/5P2/3p1B2/p3pK2/2b4P/R7 b - - 3 60,368
8/7k/1p3b2/5P2/5B2/p2ppK2/2b4P/R7 w - - 0 61,-366
8/7k/1p3b2/5P2/5B2/R2ppK2/2b4P/8 b - - 0 61,373
8/7k/1p3b2/5P2/5B2/R3pK2/2bp3P/8 w - - 0 62,-391
8/R6k/1p3b2/5P2/5B2/4pK2/2bp3P/8 b - - 1 62,384
8/R5bk/1p6/5P2/5B2/4pK2/2bp3P/8 w - - 2 63,-357
8/3R2bk/1p6/5P2/5B2/4pK2/2bp3P/8 b - - 3 63,369
8/3R2bk/1p6/5P2/5B2/4pK2/2b4P/3q4 w - - 0 64,-385
8/6bk/1p6/5P2/5B2/4pK2/2b4P/3R4 b - - 0 64,397
8/6bk/1p6/5P2/5B2/4pK2/7P/3b4 w - - 0 65,-393
8/6bk/1p6/5P2/5B2/4K3/7P/3b4 b - - 0 65,386
8/6bk/1p6/5P2/5B2/4K3/2b4P/8 w - - 1 66,-388
8/6bk/1p3P2/8/5B2/4K3/2b4P/8 b - - 0 66,377
8/7k/1p3b2/8/5B2/4K3/2b4P/8 w - - 0 67,-392
8/2B4k/1p3b2/8/8/4K3/2b4P/8 b - - 1 67,394
8/2B4k/5b2/1p6/8/4K3/2b4P/8 w - - 0 68,-409
8/7k/5b2/Bp6/8/4K3/2b4P/8 b - - 1 68,417
8/7k/8/Bp2b3/8/4K3/2b4P/8 w - - 2 69,-402
8/7k/8/1p2b3/1B6/4K3/2b4P/8 b - - 3 69,428
8/7k/8/1p2bb2/1B6/4K3/7P/8 w - - 4 70,-437
8/7k/8/1p2bb2/1B6/4K2P/8/8 b - - 0 70,438
8/8/6k1/1p2bb2/1B6/4K2P/8/8 w - - 1 71,-437
8/8/6k1/1p2bb2/1B6/7P/3K4/8 b - - 2 71,438
8/8/8/1p2bbk1/1B6/7P/3K4/8 w - - 3 72,-437
8/8/8/1p2bbk1/1B6/4K2P/8/8 b - - 4 72,435
8/8/8/1p2bb2/1B5k/4K2P/8/8 w - - 5 73,-428
8/8/8/1p2bb2/1B5k/5K1P/8/8 b - - 6 73,437
8/8/8/1p2bb2/1B6/5K1k/8/8 w - - 0 74,-381
8/8/8/1p2bb2/8/5K1k/3B4/8 b - - 1 74,418
8/8/3b4/1p3b2/8/5K1k/3B4/8 w - - 2 75,-306
8/8/3b4/1p3b2/8/2B2K1k/8/8 b - - 3 75,325
8/8/3b4/5b2/1p6/2B2K1k/8/8 w - - 0 76,-289
8/8/3b4/5b2/1p6/5K1k/8/B7 b - - 1 76,401
8/8/3b4/5b2/8/1p3K1k/8/B7 w - - 0 77,-352
8/8/3b4/5b2/8/1p3K1k/1B6/8 b - - 1 77,354
8/8/3b4/5b2/7k/1p3K2/1B6/8 w - - 2 78,-341
8/8/3b4/5b2/7k/1p2K3/1B6/8 b - - 3 78,340
8/8/3b4/5bk1/8/1p2K3/1B6/8 w - - 4 79,-370
8/8/3b4/5bk1/3K4/1p6/1B6/8 b - - 5 79,388
8/8/3bb3/6k1/3K4/1p6/1B6/8 w - - 6 80,-405
8/8/3bb3/6k1/4K3/1p6/1B6/8 b - - 7 80,408
8/4b3/4b3/6k1/4K3/1p6/1B6/8 w - - 8 81,-406
8/4b3/4b3/6k1/8/1p2K3/1B6/8 b - - 9 81,448
8/8/4bb2/6k1/8/1p2K3/1B6/8 w - - 10 82,-484
8/8/4bb2/6k1/8/Bp2K3/8/8 b - - 11 82,502
8/8/4bb2/6k1/8/B3K3/1p6/8 w - - 0 83,-4054
8/8/4bb2/6k1/8/4K3/1B6/8 b - - 0 83,519
8/8/4b3/6k1/8/4K3/1b6/8 w - - 0 84,-498
8/8/4b3/6k1/4K3/8/1b6/8 b - - 1 84,3554
8/6b1/4b3/6k1/4K3/8/8/8 w - - 2 85,-8053
8/6b1/4b3/6k1/8/5K2/8/8 b - - 3 85,5893
8/6b1/8/5bk1/8/5K2/8/8 w - - 4 86,-4633
8/6b1/8/5bk1/8/4K3/8/8 b - - 5 86,4179
8/6b1/8/5b2/6k1/4K3/8/8 w - - 6 87,-5459
8/6b1/8/5b2/6k1/8/4K3/8 b - - 7 87,6035
8/6b1/8/5b2/5k2/8/4K3/8 w - - 8 88,-2614
8/6b1/8/5b2/5k2/8/3K4/8 b - - 9 88,4358
8/6b1/8/5b2/8/5k2/3K4/8 w - - 10 89,-2200
8/6b1/8/5b2/8/5k2/8/2K5 b - - 11 89,10000
8/6b1/8/5b2/8/4k3/8/2K5 w - - 12 90,-10000
8/6b1/8/5b2/8/4k3/8/3K4 b - - 13 90,6459
8/8/8/5b2/8/4k3/1b6/3K4 w - - 14 91,-10000
8/8/8/5b2/8/4k3/1b6/4K3 b - - 15 91,10000
8/8/8/8/8/4k3/1bb5/4K3 w - - 16 92,-10000
8/8/8/8/8/4k3/1bb5/5K2 b - - 17 92,10000
8/8/8/8/8/5k2/1bb5/5K2 w - - 18 93,-10000
8/8/8/8/8/5k2/1bb5/4K3 b - - 19 93,10000
8/8/8/8/8/2b2k2/2b5/4K3 w - - 20 94,-10000
8/8/8/8/8/2b2k2/2b5/5K2 b - - 21 94,10000
8/8/8/8/8/2bb1k2/8/5K2 w - - 22 95,-10000
8/8/8/8/8/2bb1k2/8/6K1 b - - 23 95,10000
8/8/8/4b3/8/3b1k2/8/6K1 w - - 24 96,-10000
8/8/8/4b3/8/3b1k2/8/7K b - - 25 96,10000
8/8/8/4b3/8/3b2k1/8/7K w - - 26 97,-10000
8/8/8/4b3/8/3b2k1/8/6K1 b - - 27 97,10000
8/8/8/8/3b4/3b2k1/8/6K1 w - - 28 98,-10000
8/8/8/8/3b4/3b2k1/8/7K b - - 29 98,10000
8/8/8/8/3bb3/6k1/8/7K w - - 30 99,-10000
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-20
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,17
rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,0
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,-2
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,1
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 0 4,-2
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 1 4,-3
rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,7
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 5,-22
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 6,24
rnbqkb1r/pp3ppp/5n2/1Bpp4/3P4/4PN2/PP3PPP/RNBQK2R b KQkq - 1 6,-28
rn1qkb1r/pp1b1ppp/5n2/1Bpp4/3P4/4PN2/PP3PPP/RNBQK2R w KQkq - 2 7,25
rn1qkb1r/pp1b1ppp/5n2/2pp4/3P4/4PN2/PP2BPPP/RNBQK2R b KQkq - 3 7,-23
r2qkb1r/pp1b1ppp/2n2n2/2pp4/3P4/4PN2/PP2BPPP/RNBQK2R w KQkq - 4 8,8
r2qkb1r/pp1b1ppp/2n2n2/2pp4/3P4/4PN2/PP2BPPP/RNBQ1RK1 b kq - 5 8,11
r2qkb1r/pp1b1ppp/2n2n2/3p4/3p4/4PN2/PP2BPPP/RNBQ1RK1 w kq - 0 9,-1
r2qkb1r/pp1b1ppp/2n2n2/3p4/3N4/4P3/PP2BPPP/RNBQ1RK1 b kq - 0 9,2
r2qk2r/pp1b1ppp/2n2n2/2bp4/3N4/4P3/PP2BPPP/RNBQ1RK1 w kq - 1 10,5
r2qk2r/pp1b1ppp/2n2n2/2bp4/3N4/2N1P3/PP2BPPP/R1BQ1RK1 b kq - 2 10,-11
r2qk2r/pp3ppp/2n1bn2/2bp4/3N4/2N1P3/PP2BPPP/R1BQ1RK1 w kq - 3 11,35
r2qk2r/pp3ppp/2n1bn2/2bp4/3N4/P1N1P3/1P2BPPP/R1BQ1RK1 b kq - 0 11,-38
r2q1rk1/pp3ppp/2n1bn2/2bp4/3N4/P1N1P3/1P2BPPP/R1BQ1RK1 w - - 1 12,24
r2q1rk1/pp3ppp/2n1Nn2/2bp4/8/P1N1P3/1P2BPPP/R1BQ1RK1 b - - 0 12,-21
r2q1rk1/pp4pp/2n1pn2/2bp4/8/P1N1P3/1P2BPPP/R1BQ1RK1 w - - 0 13,20
r2q1rk1/pp4pp/2n1pn2/2bp4/1P6/P1N1P3/4BPPP/R1BQ1RK1 b - - 0 13,-23
r2q1rk1/pp4pp/2nbpn2/3p4/1P6/P1N1P3/4BPPP/R1BQ1RK1 w - - 1 14,18
r2q1rk1/pp4pp/2nbpn2/3p4/1P6/P1N1P3/1B2BPPP/R2Q1RK1 b - - 2 14,-25
r2q1rk1/1p4pp/p1nbpn2/3p4/1P6/P1N1P3/1B2BPPP/R2Q1RK1 w - - 0 15,25
r2q1rk1/1p4pp/p1nbpn2/3p4/1P3P2/P1N1P3/1B2B1PP/R2Q1RK1 b - - 0 15,-24
r2q1rk1/1p2n1pp/p2bpn2/3p4/1P3P2/P1N1P3/1B2B1PP/R2Q1RK1 w - - 1 16,61
r2q1rk1/1p2n1pp/p2bpn2/3p4/1P3PP1/P1N1P3/1B2B2P/R2Q1RK1 b - - 0 16,-69
r2q1rk1/1p2n1p1/p2bpn1p/3p4/1P3PP1/P1N1P3/1B2B2P/R2Q1RK1 w - - 0 17,58
r2q1rk1/1p2n1p1/p2bpn1p/3p4/1P3PP1/P1NBP3/1B5P/R2Q1RK1 b - - 1 17,-28
r3qrk1/1p2n1p1/p2bpn1p/3p4/1P3PP1/P1NBP3/1B5P/R2Q1RK1 w - - 2 18,98
r3qrk1/1p2n1p1/p2bpn1p/1P1p4/5PP1/P1NBP3/1B5P/R2Q1RK1 b - - 0 18,-19
1r2qrk1/1p2n1p1/p2bpn1p/1P1p4/5PP1/P1NBP3/1B5P/R2Q1RK1 w - - 1 19,83
1r2qrk1/1p2n1p1/p2bpn1p/1P1p4/5PP1/P1NBP3/1B5P/2RQ1RK1 b - - 2 19,-46
1r2qrk1/1p4p1/p2bpnnp/1P1p4/5PP1/P1NBP3/1B5P/2RQ1RK1 w - - 3 20,106
1r2qrk1/1p4p1/p2bpnnp/1P1p4/5PP1/P1NBP3/1B2Q2P/2R2RK1 b - - 4 20,38
1r2qrk1/1p4p1/p2bpnnp/1P6/3p1PP1/P1NBP3/1B2Q2P/2R2RK1 w - - 0 21,-14
1r2qrk1/1p4p1/p2bpnnp/1P6/3pNPP1/P2BP3/1B2Q2P/2R2RK1 b - - 1 21,86
1r2qrk1/1p4p1/p2bp1np/1P6/3pnPP1/P2BP3/1B2Q2P/2R2RK1 w - - 0 22,-108
1r2qrk1/1p4p1/p2bp1np/1P6/3pBPP1/P3P3/1B2Q2P/2R2RK1 b - - 0 22,94
1r2qrk1/1p4p1/p2bp1np/1P6/4BPP1/P3p3/1B2Q2P/2R2RK1 w - - 0 23,-79
1r2qrk1/1p4p1/p2bp1np/1P6/4BPP1/P2Qp3/1B5P/2R2RK1 b - - 1 23,94
1r2qrk1/1p4p1/p2bp1np/1P6/4BPP1/P2Q4/1B2p2P/2R2RK1 w - - 0 24,-100
1r2qrk1/1p4p1/p2bp1np/1P6/4BPP1/P2Q4/1B2p2P/2R1R1K1 b - - 1 24,98
1r2q1k1/1p4p1/p2bp1np/1P6/4BrP1/P2Q4/1B2p2P/2R1R1K1 w - - 0 25,-66
1r2q1k1/1p4p1/p2bp1np/1P6/4BrP1/P2Q4/1B2p2P/2R1R2K b - - 1 25,90
1r2q1k1/1p4p1/p2bp1np/1P6/4r1P1/P2Q4/1B2p2P/2R1R2K w - - 0 26,-1
1r2q1k1/1p4p1/p2bp1np/1P6/4Q1P1/P7/1B2p2P/2R1R2K b - - 0 26,0
1r2q1k1/1p4p1/p2bp2p/1P6/4QnP1/P7/1B2p2P/2R1R2K w - - 1 27,0
1r2q1k1/1p4B1/p2bp2p/1P6/4QnP1/P7/4p2P/2R1R2K b - - 0 27,0
1r2q3/1p4k1/p2bp2p/1P6/4QnP1/P7/4p2P/2R1R2K w - - 0 28,0
1r2q3/1p4k1/p2bp2p/1P6/3Q1nP1/P7/4p2P/2R1R2K b - - 1 28,0
1r2q1k1/1p6/p2bp2p/1P6/3Q1nP1/P7/4p2P/2R1R2K w - - 2 29,0
1r2q1k1/1p6/p2Qp2p/1P6/5nP1/P7/4p2P/2R1R2K b - - 0 29,-1
1r3qk1/1p6/p2Qp2p/1P6/5nP1/P7/4p2P/2R1R2K w - - 1 30,1
1r3Qk1/1p6/p3p2p/1P6/5nP1/P7/4p2P/2R1R2K b - - 0 30,1
5rk1/1p6/p3p2p/1P6/5nP1/P7/4p2P/2R1R2K w - - 0 31,-1
5rk1/1p6/P3p2p/8/5nP1/P7/4p2P/2R1R2K b - - 0 31,0
5rk1/8/p3p2p/8/5nP1/P7/4p2P/2R1R2K w - - 0 32,0
5rk1/8/p3p2p/8/2R2nP1/P7/4p2P/4R2K b - - 1 32,4
3r2k1/8/p3p2p/8/2R2nP1/P7/4p2P/4R2K w - - 2 33,0
3r2k1/8/p3p2p/8/4RnP1/P7/4p2P/4R2K b - - 3 33,1
3r2k1/8/4p2p/p7/4RnP1/P7/4p2P/4R2K w - - 0 34,5
3r2k1/8/4p2p/p7/4RnP1/P7/4p2P/4R1K1 b - - 1 34,-13
6k1/8/4p2p/p7/4RnP1/P7/4p2P/3rR1K1 w - - 2 35,10
6k1/8/4p2p/p7/4RnP1/P7/4pK1P/3rR3 b - - 3 35,-7
6k1/8/4p2p/p7/4R1P1/P2n4/4pK1P/3rR3 w - - 4 36,1
6k1/8/4p2p/p7/4R1P1/P2n4/4K2P/3rR3 b - - 0 36,0
6k1/8/4p2p/p7/4R1P1/P2n4/4K2P/4r3 w - - 0 37,1
6k1/8/4p2p/p7/4R1P1/P2K4/7P/4r3 b - - 0 37,-6
6k1/8/4p2p/p7/4R1P1/P2K4/7P/7r w - - 1 38,2
6k1/8/4R2p/p7/6P1/P2K4/7P/7r b - - 0 38,-2
6k1/8/4R2p/p7/6P1/P2K4/7r/8 w - - 0 39,-1
6k1/8/4R2p/p7/2K3P1/P7/7r/8 b - - 1 39,-2
6k1/8/4R2p/p7/2K3Pr/P7/8/8 w - - 2 40,-4
6k1/8/4R2p/pK6/6Pr/P7/8/8 b - - 3 40,1
8/6k1/4R2p/pK6/6Pr/P7/8/8 w - - 4 41,3
8/6k1/7p/pK6/4R1Pr/P7/8/8 b - - 5 41,1
8/6k1/8/pK5p/4R1Pr/P7/8/8 w - - 0 42,0
8/4R1k1/8/pK5p/6Pr/P7/8/8 b - - 1 42,0
8/4R3/5k2/pK5p/6Pr/P7/8/8 w - - 2 43,0
8/7R/5k2/pK5p/6Pr/P7/8/8 b - - 3 43,0
8/7R/5k2/pK5p/6P1/P6r/8/8 w - - 4 44,0
8/8/5k2/pK5R/6P1/P6r/8/8 b - - 0 44,0
8/8/5k2/pK5R/6P1/r7/8/8 w - - 0 45,0
7R/8/5k2/pK6/6P1/r7/8/8 b - - 1 45,0
7R/8/5k2/pK6/6P1/1r6/8/8 w - - 2 46,0
7R/8/5k2/K7/6P1/1r6/8/8 b - - 0 46,0
7R/8/5k2/K7/6P1/8/8/1r6 w - - 1 47,0
8/8/5k2/K6R/6P1/8/8/1r6 b - - 2 47,-4
8/8/5k2/K6R/6P1/8/8/6r1 w - - 3 48,2
8/8/5k2/1K5R/6P1/8/8/6r1 b - - 4 48,-1
8/8/5k2/1K5R/6r1/8/8/8 w - - 0 49,0
8/8/5k2/1K6/6r1/8/8/7R b - - 1 49,-12
8/6k1/8/1K6/6r1/8/8/7R w - - 2 50,2
8/6k1/8/1K6/6r1/8/8/5R2 b - - 3 50,-9
8/8/6k1/1K6/6r1/8/8/5R2 w - - 4 51,4
8/8/6k1/2K5/6r1/8/8/5R2 b - - 5 51,0
8/8/6k1/2K3r1/8/8/8/5R2 w - - 6 52,16
8/8/6k1/6r1/3K4/8/8/5R2 b - - 7 52,-20
8/8/6k1/8/3K2r1/8/8/5R2 w - - 8 53,3
8/8/6k1/8/6r1/3K4/8/5R2 b - - 9 53,-2
8/8/6k1/8/r7/3K4/8/5R2 w - - 10 54,7
8/8/6k1/8/r7/4K3/8/5R2 b - - 11 54,-16
8/8/6k1/8/8/r3K3/8/5R2 w - - 12 55,6
8/8/6k1/8/5K2/r7/8/5R2 b - - 13 55,-9
8/8/6k1/8/r4K2/8/8/5R2 w - - 14 56,14
8/8/6k1/4K3/r7/8/8/5R2 b - - 15 56,-4
8/8/6k1/r3K3/8/8/8/5R2 w - - 16 57,1
8/8/6k1/r7/3K4/8/8/5R2 b - - 17 57,-2
8/8/8/r5k1/3K4/8/8/5R2 w - - 18 58,0
8/8/8/r5k1/4K3/8/8/5R2 b - - 19 58,-1
8/8/8/6k1/4K3/r7/8/5R2 w - - 20 59,5
8/8/8/4K1k1/8/r7/8/5R2 b - - 21 59,-1
8/8/8/4K1k1/8/4r3/8/5R2 w - - 22 60,0
8/8/3K4/6k1/8/4r3/8/5R2 b - - 23 60,0
8/8/3K4/6k1/8/r7/8/5R2 w - - 24 61,0
8/8/2K5/6k1/8/r7/8/5R2 b - - 25 61,0
8/8/2K5/6k1/8/6r1/8/5R2 w - - 26 62,0
8/8/2K5/6k1/8/6r1/8/R7 b - - 27 62,0
8/8/2K2k2/8/8/6r1/8/R7 w - - 28 63,0
8/8/5k2/1K6/8/6r1/8/R7 b - - 29 63,0
8/8/8/1K2k3/8/6r1/8/R7 w - - 30 64,0
8/8/8/1K2k3/8/6r1/8/4R3 b - - 31 64,2
8/8/8/1K6/3k4/6r1/8/4R3 w - - 32 65,-17
8/8/8/1K6/3k4/6r1/8/3R4 b - - 33 65,0
