FEN,Bewertung
5r1r/2pb1kp1/2pp3p/3n1P2/3P2PP/pP3B2/P2B1R2/2K4R w - - 7 29,94
5r1r/2pb1kp1/2pp3p/3n1P2/3P2PP/pP3B2/P2B1R2/2K3R1 b - - 8 29,-104
4r2r/2pb1kp1/2pp3p/3n1P2/3P2PP/pP3B2/P2B1R2/2K3R1 w - - 9 30,90
4r2r/2pb1kp1/2pp3p/3n1P1P/3P2P1/pP3B2/P2B1R2/2K3R1 b - - 0 30,-107
r6r/2pb1kp1/2pp3p/3n1P1P/3P2P1/pP3B2/P2B1R2/2K3R1 w - - 1 31,97
r6r/2pb1kp1/2pp3p/3n1P1P/3P2P1/pP6/P2BBR2/2K3R1 b - - 2 31,-117
4r2r/2pb1kp1/2pp3p/3n1P1P/3P2P1/pP6/P2BBR2/2K3R1 w - - 3 32,117
4r2r/2pb1kp1/2pp3p/3n1P1P/3P2P1/pP1B4/P2B1R2/2K3R1 b - - 4 32,-106
4r2r/2pb1kp1/2pp1n1p/5P1P/3P2P1/pP1B4/P2B1R2/2K3R1 w - - 5 33,111
4r2r/2pb1kp1/2pp1n1p/5P1P/2BP2P1/pP6/P2B1R2/2K3R1 b - - 6 33,-115
4r2r/2pb1kp1/2p2n1p/3p1P1P/2BP2P1/pP6/P2B1R2/2K3R1 w - - 0 34,94
4r2r/2pb1kp1/2p2n1p/3p1P1P/3P2P1/pP1B4/P2B1R2/2K3R1 b - - 1 34,-90
4r2r/2pb1kp1/2p4p/3p1P1P/3Pn1P1/pP1B4/P2B1R2/2K3R1 w - - 2 35,100
4r2r/2pb1kp1/2p4p/3p1P1P/3Pn1P1/pP1B1R2/P2B4/2K3R1 b - - 3 35,-101
4r2r/2pb1kp1/2p4p/3p1P1P/3P2P1/pP1B1R2/P2n4/2K3R1 w - - 0 36,137
4r2r/2pb1kp1/2p4p/3p1P1P/3P2P1/pP1B1R2/P2K4/6R1 b - - 0 36,-128
4r2r/2pb2p1/2p2k1p/3p1P1P/3P2P1/pP1B1R2/P2K4/6R1 w - - 1 37,124
4r2r/2pb2p1/2p2k1p/3p1P1P/3P2P1/pPKB1R2/P7/6R1 b - - 2 37,-110
4r2r/2pb2p1/2p4p/3p1PkP/3P2P1/pPKB1R2/P7/6R1 w - - 3 38,132
4r2r/2pb2p1/2p4p/3p1PkP/1K1P2P1/pP1B1R2/P7/6R1 b - - 4 38,-134
r6r/2pb2p1/2p4p/3p1PkP/1K1P2P1/pP1B1R2/P7/6R1 w - - 5 39,138
r6r/2pb2p1/2p2P1p/3p2kP/1K1P2P1/pP1B1R2/P7/6R1 b - - 0 39,-141
r6r/2pb4/2p2p1p/3p2kP/1K1P2P1/pP1B1R2/P7/6R1 w - - 0 40,141
r6r/2pb4/2p2p1p/3p1BkP/1K1P2P1/pP3R2/P7/6R1 b - - 1 40,-134
r1b4r/2p5/2p2p1p/3p1BkP/1K1P2P1/pP3R2/P7/6R1 w - - 2 41,122
r1B4r/2p5/2p2p1p/3p2kP/1K1P2P1/pP3R2/P7/6R1 b - - 0 41,-121
r1r5/2p5/2p2p1p/3p2kP/1K1P2P1/pP3R2/P7/6R1 w - - 0 42,134
r1r5/2p5/2p2p1p/3p1RkP/1K1P2P1/pP6/P7/6R1 b - - 1 42,-146
r1r5/2p5/2p2p1p/3p1R1P/1K1P2Pk/pP6/P7/6R1 w - - 2 43,143
r1r5/2p5/2p2R1p/3p3P/1K1P2Pk/pP6/P7/6R1 b - - 0 43,-146
r3r3/2p5/2p2R1p/3p3P/1K1P2Pk/pP6/P7/6R1 w - - 1 44,154
r3r3/2p5/2R4p/3p3P/1K1P2Pk/pP6/P7/6R1 b - - 0 44,-175
1r2r3/2p5/2R4p/3p3P/1K1P2Pk/pP6/P7/6R1 w - - 1 45,166
1r2r3/2p5/2R4p/3p3P/3P2Pk/KP6/P7/6R1 b - - 0 45,-201
r3r3/2p5/2R4p/3p3P/3P2Pk/KP6/P7/6R1 w - - 1 46,200
r3r3/2p5/2R4p/3p3P/3P2Pk/1P6/PK6/6R1 b - - 2 46,-187
r7/2p5/2R4p/3p3P/3P2Pk/1P6/PK2r3/6R1 w - - 3 47,204
r7/2p5/2R4p/3p3P/3P2Pk/1PK5/P3r3/6R1 b - - 4 47,-175
8/2p5/2R4p/3p3P/3P2Pk/1PK5/r3r3/6R1 w - - 0 48,195
8/2p5/2R4p/3p3P/1K1P2Pk/1P6/r3r3/6R1 b - - 1 48,-217
r7/2p5/2R4p/3p3P/1K1P2Pk/1P6/4r3/6R1 w - - 2 49,209
r7/2R5/7p/3p3P/1K1P2Pk/1P6/4r3/6R1 b - - 0 49,-188
r7/2R5/7p/3p3P/1K1P2Pk/1P2r3/8/6R1 w - - 1 50,216
r7/8/2R4p/3p3P/1K1P2Pk/1P2r3/8/6R1 b - - 2 50,-217
1r6/8/2R4p/3p3P/1K1P2Pk/1P2r3/8/6R1 w - - 3 51,218
1r6/8/2R4p/2Kp3P/3P2Pk/1P2r3/8/6R1 b - - 4 51,-233
1r6/8/2R4p/2Kp3P/3P2Pk/1r6/8/6R1 w - - 0 52,234
1r6/8/2R4p/3K3P/3P2Pk/1r6/8/6R1 b - - 0 52,-236
1r6/8/2R4p/3K3P/3P2Pk/r7/8/6R1 w - - 1 53,234
1r6/8/2R4p/4K2P/3P2Pk/r7/8/6R1 b - - 2 53,-259
3r4/8/2R4p/4K2P/3P2Pk/r7/8/6R1 w - - 3 54,247
3r4/8/3R3p/4K2P/3P2Pk/r7/8/6R1 b - - 4 54,-241
5r2/8/3R3p/4K2P/3P2Pk/r7/8/6R1 w - - 5 55,253
5r2/8/3R3p/4K2P/3P2Pk/r7/8/7R b - - 6 55,-304
5r2/8/3R3p/4K2P/3P2P1/r5k1/8/7R w - - 7 56,288
5r2/8/7R/4K2P/3P2P1/r5k1/8/7R b - - 0 56,-255
4r3/8/7R/4K2P/3P2P1/r5k1/8/7R w - - 1 57,301
4r3/8/7R/3K3P/3P2P1/r5k1/8/7R b - - 2 57,-308
4r3/8/7R/r2K3P/3P2P1/6k1/8/7R w - - 3 58,314
4r3/8/2K4R/r6P/3P2P1/6k1/8/7R b - - 4 58,-310
3r4/8/2K4R/r6P/3P2P1/6k1/8/7R w - - 5 59,318
3r4/8/2K2R2/r6P/3P2P1/6k1/8/7R b - - 6 59,-336
3r4/8/r1K2R2/7P/3P2P1/6k1/8/7R w - - 7 60,343
3r4/2K5/r4R2/7P/3P2P1/6k1/8/7R b - - 8 60,-371
r2r4/2K5/5R2/7P/3P2P1/6k1/8/7R w - - 9 61,371
r2r4/2K5/3R4/7P/3P2P1/6k1/8/7R b - - 10 61,-378
r1r5/2K5/3R4/7P/3P2P1/6k1/8/7R w - - 11 62,366
r1r5/3K4/3R4/7P/3P2P1/6k1/8/7R b - - 12 62,-386
r1r5/3K4/3R4/7P/3P2P1/8/6k1/7R w - - 13 63,405
r1r5/3K4/3R4/7P/3P2P1/8/6k1/3R4 b - - 14 63,-407
r1r5/3K4/3R4/7P/3P2P1/5k2/8/3R4 w - - 15 64,394
r1r5/3K4/3R4/6PP/3P4/5k2/8/3R4 b - - 0 64,-395
r6r/3K4/3R4/6PP/3P4/5k2/8/3R4 w - - 1 65,424
r6r/3K4/3R3P/6P1/3P4/5k2/8/3R4 b - - 0 65,-418
7r/3K4/3R3P/r5P1/3P4/5k2/8/3R4 w - - 1 66,414
7r/3K4/3R2PP/r7/3P4/5k2/8/3R4 b - - 0 66,-433
8/3K4/3R2Pr/r7/3P4/5k2/8/3R4 w - - 0 67,445
8/4K3/3R2Pr/r7/3P4/5k2/8/3R4 b - - 1 67,-442
8/4K3/3R2P1/r7/3P3r/5k2/8/3R4 w - - 2 68,456
8/4K3/3R2P1/r7/3P3r/5k2/8/4R3 b - - 3 68,-443
8/r3K3/3R2P1/8/3P3r/5k2/8/4R3 w - - 4 69,468
8/r2RK3/6P1/8/3P3r/5k2/8/4R3 b - - 5 69,-490
8/3RK3/6P1/8/3P3r/5k2/r7/4R3 w - - 6 70,508
8/3RK3/4R1P1/8/3P3r/5k2/r7/8 b - - 7 70,-519
8/3RK3/4R1P1/8/3P3r/5k2/6r1/8 w - - 8 71,520
8/3RK3/4R1P1/3P4/7r/5k2/6r1/8 b - - 0 71,-531
8/3RK3/4R1P1/3P2r1/7r/5k2/8/8 w - - 1 72,552
8/3RK3/3PR1P1/6r1/7r/5k2/8/8 b - - 0 72,-559
8/3RK3/3PR1P1/6r1/7r/6k1/8/8 w - - 1 73,558
8/2R1K3/3PR1P1/6r1/7r/6k1/8/8 b - - 2 73,-566
8/2R1K3/3PR1P1/6r1/3r4/6k1/8/8 w - - 3 74,577
8/4K3/2RPR1P1/6r1/3r4/6k1/8/8 b - - 4 74,-578
8/4K3/2RPR1P1/3r4/3r4/6k1/8/8 w - - 5 75,604
2R5/4K3/3PR1P1/3r4/3r4/6k1/8/8 b - - 6 75,-616
2R5/4K3/3PR1P1/6r1/3r4/6k1/8/8 w - - 7 76,665
2R5/3PK3/4R1P1/6r1/3r4/6k1/8/8 b - - 0 76,-797
2R5/3PK3/4R1P1/6r1/3r4/7k/8/8 w - - 1 77,818
2RQ4/4K3/4R1P1/6r1/3r4/7k/8/8 b - - 0 77,-1017
2Rr4/4K3/4R1P1/6r1/8/7k/8/8 w - - 0 78,1044
3R4/4K3/4R1P1/6r1/8/7k/8/8 b - - 0 78,-1214
3R4/4K3/4R1P1/6r1/6k1/8/8/8 w - - 1 79,9984
7R/4K3/4R1P1/6r1/6k1/8/8/8 b - - 2 79,-9987
7R/4K3/4R1P1/6r1/8/5k2/8/8 w - - 3 80,9990
7R/8/4RKP1/6r1/8/5k2/8/8 b - - 4 80,-9991
7R/8/4RKP1/8/6r1/5k2/8/8 w - - 5 81,9991
7R/6P1/4RK2/8/6r1/5k2/8/8 b - - 0 81,-9992
7R/6P1/4RK2/8/5r2/5k2/8/8 w - - 1 82,9992
7R/4K1P1/4R3/8/5r2/5k2/8/8 b - - 2 82,-9993
7R/4K1P1/4R3/8/6r1/5k2/8/8 w - - 3 83,9993
6QR/4K3/4R3/8/6r1/5k2/8/8 b - - 0 83,-9994
6rR/4K3/4R3/8/8/5k2/8/8 w - - 0 84,9994
6R1/4K3/4R3/8/8/5k2/8/8 b - - 0 84,-9995
6R1/4K3/4R3/8/5k2/8/8/8 w - - 1 85,9995
5R2/4K3/4R3/8/5k2/8/8/8 b - - 2 85,-9996
5R2/4K3/4R3/6k1/8/8/8/8 w - - 3 86,9996
8/4K3/4R3/6k1/8/8/8/5R2 b - - 4 86,-9997
8/4K3/4R3/8/6k1/8/8/5R2 w - - 5 87,9997
8/4K3/6R1/8/6k1/8/8/5R2 b - - 6 87,-9998
8/4K3/6R1/7k/8/8/8/5R2 w - - 7 88,9998
8/4K3/6R1/7k/8/8/8/6R1 b - - 8 88,-9999
8/4K3/6R1/8/7k/8/8/6R1 w - - 9 89,9999
8/4K3/6R1/8/7k/8/8/7R b - - 10 89,-10000
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-36
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,32
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-28
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,26
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-25
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,34
r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,-30
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,25
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,-24
r1bqkb1r/1ppp1ppp/p1n5/4p3/B3n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,25
r1bqkb1r/1ppp1ppp/p1n5/4p3/B2Pn3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6,-29
r1bqkb1r/2pp1ppp/p1n5/1p2p3/B2Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 7,28
r1bqkb1r/2pp1ppp/p1n5/1p2p3/3Pn3/1B3N2/PPP2PPP/RNBQ1RK1 b kq - 1 7,-24
r1bqkb1r/2p2ppp/p1n5/1p1pp3/3Pn3/1B3N2/PPP2PPP/RNBQ1RK1 w kq - 0 8,25
r1bqkb1r/2p2ppp/p1n5/1p1pP3/4n3/1B3N2/PPP2PPP/RNBQ1RK1 b kq - 0 8,-29
r2qkb1r/2p2ppp/p1n1b3/1p1pP3/4n3/1B3N2/PPP2PPP/RNBQ1RK1 w kq - 1 9,26
r2qkb1r/2p2ppp/p1n1b3/1p1pP3/4n3/1B3N2/PPPN1PPP/R1BQ1RK1 b kq - 2 9,-36
r2qkb1r/2p2ppp/p1n1b3/1pnpP3/8/1B3N2/PPPN1PPP/R1BQ1RK1 w kq - 3 10,37
r2qkb1r/2p2ppp/p1n1b3/1pnpP3/8/1BP2N2/PP1N1PPP/R1BQ1RK1 b kq - 0 10,-44
r2qkb1r/2p2ppp/p1n1b3/1pn1P3/3p4/1BP2N2/PP1N1PPP/R1BQ1RK1 w kq - 0 11,45
r2qkb1r/2p2ppp/p1n1B3/1pn1P3/3p4/2P2N2/PP1N1PPP/R1BQ1RK1 b kq - 0 11,-30
r2qkb1r/2p2ppp/p1n1n3/1p2P3/3p4/2P2N2/PP1N1PPP/R1BQ1RK1 w kq - 0 12,39
r2qkb1r/2p2ppp/p1n1n3/1p2P3/3P4/5N2/PP1N1PPP/R1BQ1RK1 b kq - 0 12,-29
r2qkb1r/2p2ppp/p3n3/1p2P3/3n4/5N2/PP1N1PPP/R1BQ1RK1 w kq - 0 13,19
r2qkb1r/2p2ppp/p3n3/1p2P3/3nN3/5N2/PP3PPP/R1BQ1RK1 b kq - 1 13,-18
r3kb1r/2p2ppp/p3n3/1p1qP3/3nN3/5N2/PP3PPP/R1BQ1RK1 w kq - 2 14,12
r3kb1r/2p2ppp/p3n3/1p1qP3/3NN3/8/PP3PPP/R1BQ1RK1 b kq - 0 14,-15
r3kb1r/2p2ppp/p7/1p1qP3/3nN3/8/PP3PPP/R1BQ1RK1 w kq - 0 15,9
r3kb1r/2p2ppp/p7/1p1qP3/3n4/2N5/PP3PPP/R1BQ1RK1 b kq - 1 15,-8
r3kb1r/2p2ppp/p7/1p2P3/2qn4/2N5/PP3PPP/R1BQ1RK1 w kq - 2 16,9
r3kb1r/2p2ppp/p7/1p2P3/2qn4/2N1B3/PP3PPP/R2Q1RK1 b kq - 3 16,-10
3rkb1r/2p2ppp/p7/1p2P3/2qn4/2N1B3/PP3PPP/R2Q1RK1 w k - 4 17,8
3rkb1r/2p2ppp/p7/1p2P3/2qn4/2N1B3/PP3PPP/2RQ1RK1 b k - 5 17,-10
3rk2r/2p2ppp/p7/1p2P3/1bqn4/2N1B3/PP3PPP/2RQ1RK1 w k - 6 18,10
3rk2r/2p2ppp/p7/1p2P3/1bqB4/2N5/PP3PPP/2RQ1RK1 b k - 0 18,-8
3rk2r/2p2ppp/p7/1p2P3/1b1q4/2N5/PP3PPP/2RQ1RK1 w k - 0 19,12
3rk2r/2p2ppp/p7/1p2P2Q/1b1q4/2N5/PP3PPP/2R2RK1 b k - 1 19,-14
3r1rk1/2p2ppp/p7/1p2P2Q/1b1q4/2N5/PP3PPP/2R2RK1 w - - 2 20,10
3r1rk1/2p2ppp/p7/1p2P2Q/1b1q4/2N5/PP3PPP/2RR2K1 b - - 3 20,-8
3r1rk1/2p2ppp/p7/1p2P2Q/1b3q2/2N5/PP3PPP/2RR2K1 w - - 4 21,18
3r1rk1/2p2ppp/p7/1p2P2Q/1b3q2/2N3P1/PP3P1P/2RR2K1 b - - 0 21,-6
5rk1/2p2ppp/p7/1p2P2Q/1b3q2/2N3P1/PP3P1P/2Rr2K1 w - - 0 22,5
5rk1/2p2ppp/p7/1p2P2Q/1b3q2/2N3P1/PP3P1P/3R2K1 b - - 0 22,-11
5rk1/2p2ppp/p7/1p2P2Q/1bq5/2N3P1/PP3P1P/3R2K1 w - - 1 23,7
5rk1/2p2ppp/p7/1p1NP2Q/1bq5/6P1/PP3P1P/3R2K1 b - - 2 23,-9
5rk1/2p2ppp/8/pp1NP2Q/1bq5/6P1/PP3P1P/3R2K1 w - - 0 24,9
5rk1/2p2ppp/8/pp1NP2Q/1bq5/P5P1/1P3P1P/3R2K1 b - - 0 24,-11
5rk1/2p2ppp/8/ppbNP2Q/2q5/P5P1/1P3P1P/3R2K1 w - - 1 25,9
5rk1/2p2ppp/5N2/ppb1P2Q/2q5/P5P1/1P3P1P/3R2K1 b - - 2 25,-4
5rk1/2p2p1p/5p2/ppb1P2Q/2q5/P5P1/1P3P1P/3R2K1 w - - 0 26,4
5rk1/2p2p1p/5P2/ppb4Q/2q5/P5P1/1P3P1P/3R2K1 b - - 0 26,0
5rk1/2p2p1p/5P2/pp5Q/2q5/P5P1/1P3b1P/3R2K1 w - - 0 27,0
5rk1/2p2p1p/5P2/pp5Q/2q5/P5P1/1P3K1P/3R4 b - - 0 27,-4
5rk1/2p2p1p/5P2/pp5Q/8/P5P1/1Pq2K1P/3R4 w - - 1 28,3
5rk1/2p2p1p/5P2/pp5Q/8/P5P1/1Pq4P/3R2K1 b - - 2 28,0
5r1k/2p2p1p/5P2/pp5Q/8/P5P1/1Pq4P/3R2K1 w - - 3 29,0
5r1k/2p2p1p/5P2/pp6/6Q1/P5P1/1Pq4P/3R2K1 b - - 4 29,0
5r1k/2p2p1p/5Pq1/pp6/6Q1/P5P1/1P5P/3R2K1 w - - 5 30,0
5r1k/2p2p1p/5Pq1/pp6/3Q4/P5P1/1P5P/3R2K1 b - - 6 30,-1
4r2k/2p2p1p/5Pq1/pp6/3Q4/P5P1/1P5P/3R2K1 w - - 7 31,0
4r2k/2pQ1p1p/5Pq1/pp6/8/P5P1/1P5P/3R2K1 b - - 8 31,0
4r2k/2pQ1p1p/5P2/pp6/4q3/P5P1/1P5P/3R2K1 w - - 9 32,0
4r2k/2pQ1p1p/5P2/pp6/4q3/P5P1/1P5P/5RK1 b - - 10 32,0
4r2k/2pQ1p1p/5P2/pp6/8/P3q1P1/1P5P/5RK1 w - - 11 33,0
4r2k/2pQ1p1p/5P2/pp6/8/P3q1P1/1P3R1P/6K1 b - - 12 33,0
4r2k/2pQ1p1p/5P2/pp6/8/P5P1/1P3R1P/4q1K1 w - - 13 34,0
4r2k/2pQ1p1p/5P2/pp6/8/P5P1/1P3RKP/4q3 b - - 14 34,0
4r2k/2pQ1p1p/5P2/pp6/4q3/P5P1/1P3RKP/8 w - - 15 35,0
4r2k/2pQ1p1p/5P2/pp6/4q3/P4RP1/1P4KP/8 b - - 16 35,0
4r2k/2pQ1p1p/5P2/pp6/8/P4RP1/1P2q1KP/8 w - - 17 36,0
4r2k/2pQ1p1p/5P2/pp6/8/P5P1/1P2qRKP/8 b - - 18 36,0
4r2k/2pQ1p1p/5P2/pp6/4q3/P5P1/1P3RKP/8 w - - 19 37,0
4r2k/2pQ1p1p/5P2/pp6/4q3/P4RP1/1P4KP/8 b - - 20 37,0
4r2k/2pQ1p1p/5P2/pp6/8/P4RP1/1P2q1KP/8 w - - 21 38,0
4r2k/2pQ1p1p/5P2/pp6/8/P4RP1/1P2q2P/6K1 b - - 22 38,0
4r2k/2pQ1p1p/5P2/pp6/8/P4RP1/1P5P/4q1K1 w - - 23 39,0
4r2k/2pQ1p1p/5P2/pp6/8/P5P1/1P5P/4qRK1 b - - 24 39,0
4r2k/2pQ1p1p/5P2/pp6/8/P3q1P1/1P5P/5RK1 w - - 25 40,0
4r2k/2pQ1p1p/5P2/pp6/8/P3q1P1/1P3R1P/6K1 b - - 26 40,0
4r2k/2pQ1p1p/5P2/pp6/8/P5P1/1P3R1P/4q1K1 w - - 27 41,0
4r2k/2pQ1p1p/5P2/pp6/8/P5P1/1P3RKP/4q3 b - - 28 41,0
4r2k/2pQ1p1p/5P2/pp6/4q3/P5P1/1P3RKP/8 w - - 29 42,0
4r2k/2pQ1p1p/5P2/pp6/4q3/P5PK/1P3R1P/8 b - - 30 42,0
4r2k/2pQ1p1p/4qP2/pp6/8/P5PK/1P3R1P/8 w - - 31 43,0
4r2k/2p2p1p/4QP2/pp6/8/P5PK/1P3R1P/8 b - - 0 43,0
7k/2p2p1p/4rP2/pp6/8/P5PK/1P3R1P/8 w - - 0 44,0
7k/2p2p1p/4rP2/pp6/6K1/P5P1/1P3R1P/8 b - - 1 44,0
7k/2p2p2/4rP1p/pp6/6K1/P5P1/1P3R1P/8 w - - 0 45,0
7k/2p2p2/4rP1p/pp3K2/8/P5P1/1P3R1P/8 b - - 1 45,1
7k/2p2p2/2r2P1p/pp3K2/8/P5P1/1P3R1P/8 w - - 2 46,0
7k/2p2p2/2r2P1p/pp3K2/7P/P5P1/1P3R2/8 b - - 0 46,0
8/2p2p1k/2r2P1p/pp3K2/7P/P5P1/1P3R2/8 w - - 1 47,0
8/2p2p1k/2r2P1p/pp3K1P/8/P5P1/1P3R2/8 b - - 0 47,0
8/2p2p1k/5P1p/ppr2K1P/8/P5P1/1P3R2/8 w - - 1 48,0
8/2p2p1k/5P1p/ppr4P/6K1/P5P1/1P3R2/8 b - - 2 48,0
8/2p2p1k/5P1p/pp4rP/6K1/P5P1/1P3R2/8 w - - 3 49,0
8/2p2p1k/5P1p/pp4rP/7K/P5P1/1P3R2/8 b - - 4 49,0
8/2p2p1k/5P1p/pp1r3P/7K/P5P1/1P3R2/8 w - - 5 50,0
8/2p2p1k/5P1p/pp1r3P/6PK/P7/1P3R2/8 b - - 0 50,0
8/2p2p1k/3r1P1p/pp5P/6PK/P7/1P3R2/8 w - - 1 51,0
8/2p2p1k/3r1P1p/pp3R1P/6PK/P7/1P6/8 b - - 2 51,0
8/5p1k/2pr1P1p/pp3R1P/6PK/P7/1P6/8 w - - 0 52,0
8/5p1k/2pr1P1p/pp3R1P/6P1/P5K1/1P6/8 b - - 1 52,0
8/5p1k/2p2P1p/pp3R1P/6P1/P5K1/1P1r4/8 w - - 2 53,0
8/5p1k/2p2P1p/pp3R1P/1P4P1/P5K1/3r4/8 b - - 0 53,0
8/5p1k/2p2P1p/1p3R1P/pP4P1/P5K1/3r4/8 w - - 0 54,0
8/5p1k/2p2P1p/1p5P/pP4P1/P4RK1/3r4/8 b - - 1 54,0
8/5p1k/2pr1P1p/1p5P/pP4P1/P4RK1/8/8 w - - 2 55,0
8/5p1k/2pr1P1p/1p5P/pP4P1/P5K1/8/5R2 b - - 3 55,0
8/5p1k/2p1rP1p/1p5P/pP4P1/P5K1/8/5R2 w - - 4 56,0
8/5p1k/2p1rP1p/1p5P/pP4P1/P4RK1/8/8 b - - 5 56,0
8/5p1k/2p2P1p/1p5P/pP2r1P1/P4RK1/8/8 w - - 6 57,0
8/5p1k/2p2P1p/1p3R1P/pP2r1P1/P5K1/8/8 b - - 7 57,0
8/5p1k/2p2P1p/1p3R1P/pP4P1/P3r1K1/8/8 w - - 8 58,0
8/5p1k/2p2P1p/1p5P/pP4P1/P3rRK1/8/8 b - - 9 58,0
8/5p1k/2p1rP1p/1p5P/pP4P1/P4RK1/8/8 w - - 10 59,0
8/5p1k/2p1rP1p/1p3R1P/pP4P1/P5K1/8/8 b - - 11 59,0
8/5p1k/2p2P1p/1p3R1P/pP4P1/P3r1K1/8/8 w - - 12 60,0
8/5p1k/2p2P1p/1p5P/pP4P1/P3rRK1/8/8 b - - 13 60,0
8/5p1k/2p1rP1p/1p5P/pP4P1/P4RK1/8/8 w - - 14 61,0
8/5p1k/2p1rP1p/1p5P/pP4P1/P5K1/5R2/8 b - - 15 61,0
7k/5p2/2p1rP1p/1p5P/pP4P1/P5K1/5R2/8 w - - 16 62,0
7k/5p2/2p1rP1p/1p5P/pP4P1/P5K1/8/5R2 b - - 17 62,0
7k/5p2/2pr1P1p/1p5P/pP4P1/P5K1/8/5R2 w - - 18 63,0
7k/5p2/2pr1P1p/1p5P/pP4P1/P4RK1/8/8 b - - 19 63,0
7k/5p2/2p1rP1p/1p5P/pP4P1/P4RK1/8/8 w - - 20 64,0
7k/5p2/2p1rP1p/1p5P/pP3RP1/P5K1/8/8 b - - 21 64,0
7k/5p2/2p2P1p/1p5P/pP3RP1/P3r1K1/8/8 w - - 22 65,0
7k/5p2/2p2P1p/1p5P/pP4P1/P3rRK1/8/8 b - - 23 65,0
7k/5p2/2p2P1p/1p5P/pP2r1P1/P4RK1/8/8 w - - 24 66,0
7k/5p2/2p2P1p/1p5P/pP2r1P1/P5K1/8/5R2 b - - 25 66,0
7k/5p2/2p1rP1p/1p5P/pP4P1/P5K1/8/5R2 w - - 26 67,0
7k/5p2/2p1rP1p/1p5P/pP4PK/P7/8/5R2 b - - 27 67,3
7k/5p2/2p2P1p/1p5P/pP4PK/P3r3/8/5R2 w - - 28 68,0
7k/5p2/2p2P1p/1p5P/pP4PK/P3r3/8/3R4 b - - 29 68,0
7k/5p2/2p1rP1p/1p5P/pP4PK/P7/8/3R4 w - - 30 69,0
7k/5p2/2p1rP1p/1p5P/pP4PK/P7/8/5R2 b - - 31 69,0
7k/5p2/2p2P1p/1p5P/pP4PK/P3r3/8/5R2 w - - 32 70,0
7k/5p2/2p2P1p/1p5P/pP4PK/P3r3/8/3R4 b - - 33 70,0
7k/5p2/2p2P1p/1p5P/pP4PK/r7/8/3R4 w - - 0 71,0
7k/5p2/2p2P1p/1p4PP/pP5K/r7/8/3R4 b - - 0 71,0
7k/5p2/2p2P1p/1p4PP/pP5K/5r2/8/3R4 w - - 1 72,0
7k/5p2/2p2P1p/1p4PP/pP4K1/5r2/8/3R4 b - - 2 72,0
7k/5p2/2p2P1p/1p4PP/pP4K1/8/5r2/3R4 w - - 3 73,0
3R3k/5p2/2p2P1p/1p4PP/pP4K1/8/5r2/8 b - - 4 73,0
3R4/5p1k/2p2P1p/1p4PP/pP4K1/8/5r2/8 w - - 5 74,0
3R4/5p1k/2p2PPp/1p5P/pP4K1/8/5r2/8 b - - 0 74,0
3R4/7k/2p2Ppp/1p5P/pP4K1/8/5r2/8 w - - 0 75,0
8/3R3k/2p2Ppp/1p5P/pP4K1/8/5r2/8 b - - 1 75,0
6k1/3R4/2p2Ppp/1p5P/pP4K1/8/5r2/8 w - - 2 76,0
6k1/3R4/2p2PPp/1p6/pP4K1/8/5r2/8 b - - 0 76,0
6k1/3R4/2p2rPp/1p6/pP4K1/8/8/8 w - - 0 77,0
6k1/3R4/2p2rPp/1p5K/pP6/8/8/8 b - - 1 77,0
6k1/3R4/2p3Pp/1p5K/pP3r2/8/8/8 w - - 2 78,0
6k1/3R4/2p3PK/1p6/pP3r2/8/8/8 b - - 0 78,0
6k1/3R4/2p3PK/1p6/pP5r/8/8/8 w - - 1 79,0
6k1/3R4/2p3P1/1p4K1/pP5r/8/8/8 b - - 2 79,0
6k1/3R4/2p3P1/1p4K1/pP6/7r/8/8 w - - 3 80,0
3R2k1/8/2p3P1/1p4K1/pP6/7r/8/8 b - - 4 80,0
3R4/6k1/2p3P1/1p4K1/pP6/7r/8/8 w - - 5 81,0
8/3R2k1/2p3P1/1p4K1/pP6/7r/8/8 b - - 6 81,0
7k/3R4/2p3P1/1p4K1/pP6/7r/8/8 w - - 7 82,0
